Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,TOB-1_Measure_Description,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,TOB-2a_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_Measure_Description,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_Measure_Description,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
"454008","NORTH TEXAS STATE HOSPITAL","6515 LAKE RD. ","WICHITA FALLS","TX","76308","Wichita","Hours of physical-restraint use","1.23","565.93","19136","","Hours of seclusion","0.00","2.07","19136","","Patients discharged on multiple antipsychotic medications with appropriate justification","82.35%","14","17","","Post-discharge continuing care plan created","99.36%","621","625","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.04%","619","625","","Alcohol Use Screening","99.27%","542","546","","Tobacco Use Screening","56.68%","314","554","","Tobacco Use Treatment (during the hospital stay)","94.85%","92","97","","82.47%","80","97","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.91%","28","55","","27.27%","15","55","","07/01/2014","06/30/2015","Influenza Immunization","7.51%","28","373","","Healthcare Personnel Influenza Vaccination","61","1014","1668","","10/01/2015","03/31/2016"
"454009","RUSK STATE HOSP","1601 NORTH DICKINSON DR. ","RUSK","TX","75785","Cherokee","Hours of physical-restraint use","0.38","293.2","32239","","Hours of seclusion","0.01","7.22","32239","","Patients discharged on multiple antipsychotic medications with appropriate justification","90.91%","20","22","","Post-discharge continuing care plan created","99.74%","391","392","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","98.98%","388","392","","Alcohol Use Screening","100.00%","338","338","","Tobacco Use Screening","92.57%","324","350","","Tobacco Use Treatment (during the hospital stay)","86.75%","144","166","","77.71%","129","166","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","34.55%","19","55","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","66.17%","88","133","","Healthcare Personnel Influenza Vaccination","77","1475","1910","","10/01/2015","03/31/2016"
"454011","SAN ANTONIO STATE HOSP  STATE SCHOOL","6711 S NEW BRAUNFELS AVE ","SAN ANTONIO","TX","78223","Bexar","Hours of physical-restraint use","0.59","833.93","58753","","Hours of seclusion","0.00","1.17","58753","","Patients discharged on multiple antipsychotic medications with appropriate justification","76.79%","43","56","","Post-discharge continuing care plan created","99.50%","793","797","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","87.83%","700","797","","Alcohol Use Screening","100.00%","638","638","","Tobacco Use Screening","93.98%","624","664","","Tobacco Use Treatment (during the hospital stay)","85.19%","184","216","","58.80%","127","216","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","37.93%","22","58","","20.69%","12","58","","07/01/2014","06/30/2015","Influenza Immunization","40.52%","141","348","","Healthcare Personnel Influenza Vaccination","62","640","1027","","10/01/2015","03/31/2016"
"454012","MILLWOOD HOSPITAL","1011 NORTH COOPER STREET ","ARLINGTON","TX","76011","Tarrant","Hours of physical-restraint use","0.01","11.25","32237","","Hours of seclusion","0.06","45.05","32237","","Patients discharged on multiple antipsychotic medications with appropriate justification","92.31%","36","39","","Post-discharge continuing care plan created","90.20%","1132","1255","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","74.74%","938","1255","","Alcohol Use Screening","100.00%","321","321","","Tobacco Use Screening","97.51%","313","321","","Tobacco Use Treatment (during the hospital stay)","72.61%","114","157","","9.55%","15","157","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","43.80%","120","274","","23.36%","64","274","","07/01/2014","06/30/2015","Influenza Immunization","76.78%","324","422","","Healthcare Personnel Influenza Vaccination","51","179","349","","10/01/2015","03/31/2016"
"454014","KERRVILLE STATE HOSP","721 THOMPSON DRIVE ","KERRVILLE","TX","78028","Kerr","Hours of physical-restraint use","0.00",".18","16616","","Hours of seclusion","0.00","0","16616","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","85.71%","12","14","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","Not Available","Not Available","1","Alcohol Use Screening","Not Available","Not Available","Not Available","1","Tobacco Use Screening","Not Available","Not Available","Not Available","1","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2014","06/30/2015","Influenza Immunization","Not Available","Not Available","Not Available","7","Healthcare Personnel Influenza Vaccination","80","504","633","","10/01/2015","03/31/2016"
"454018","RED RIVER HOSPITAL","1505 8TH ST ","WICHITA FALLS","TX","76301","Wichita","Hours of physical-restraint use","0.04","20.13","23115","","Hours of seclusion","0.06","33.44","23115","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.46%","705","716","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","93.58%","670","716","","Alcohol Use Screening","91.46%","375","410","","Tobacco Use Screening","82.01%","342","417","","Tobacco Use Treatment (during the hospital stay)","58.22%","124","213","","14.08%","30","213","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","65.44%","231","353","","36.54%","129","353","","07/01/2014","06/30/2015","Influenza Immunization","32.88%","48","146","","Healthcare Personnel Influenza Vaccination","52","74","143","","10/01/2015","03/31/2016"
"454026","WEST OAKS HOSPITAL","6500 HORNWOOD ","HOUSTON","TX","77074","Harris","Hours of physical-restraint use","0.05","41.03","37347","","Hours of seclusion","0.09","79.45","37347","","Patients discharged on multiple antipsychotic medications with appropriate justification","63.01%","46","73","","Post-discharge continuing care plan created","94.90%","1376","1450","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","91.79%","1331","1450","","Alcohol Use Screening","98.79%","491","497","","Tobacco Use Screening","96.40%","455","472","","Tobacco Use Treatment (during the hospital stay)","86.40%","235","272","","23.16%","63","272","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.17%","145","301","","28.57%","86","301","","07/01/2014","06/30/2015","Influenza Immunization","92.86%","442","476","","Healthcare Personnel Influenza Vaccination","65","324","498","","10/01/2015","03/31/2016"
"454029","SETON SHOAL CREEK HOSPITAL","3501 MILLS AVE ","AUSTIN","TX","78731","Travis","Hours of physical-restraint use","0.21","117.3","23161","","Hours of seclusion","0.08","46.25","23161","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00%","878","878","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.27%","854","878","","Alcohol Use Screening","99.21%","379","382","","Tobacco Use Screening","99.74%","381","382","","Tobacco Use Treatment (during the hospital stay)","54.86%","96","175","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","58.62%","119","203","","42.36%","86","203","","07/01/2014","06/30/2015","Influenza Immunization","76.97%","137","178","","Healthcare Personnel Influenza Vaccination","94","275","294","","10/01/2015","03/31/2016"
"454050","GLEN OAKS HOSPITAL","301 E. DIVISION ST. ","GREENVILLE","TX","75401","Hunt","Hours of physical-restraint use","0.03","10.18","12195","","Hours of seclusion","0.15","42.61","12195","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","92.43%","708","766","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","79.77%","611","766","","Alcohol Use Screening","88.64%","195","220","","Tobacco Use Screening","85.45%","188","220","","Tobacco Use Treatment (during the hospital stay)","64.66%","75","116","","15.52%","18","116","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","55.35%","88","159","","26.42%","42","159","","07/01/2014","06/30/2015","Influenza Immunization","59.38%","193","325","","Healthcare Personnel Influenza Vaccination","88","186","212","","10/01/2015","03/31/2016"
"454060","LAUREL RIDGE TREATMENT CENTER","17720 CORPORATE WOODS DRIVE ","SAN ANTONIO","TX","78259","Bexar","Hours of physical-restraint use","0.05","81.5","62729","","Hours of seclusion","0.15","226.4","62729","","Patients discharged on multiple antipsychotic medications with appropriate justification","63.41%","26","41","","Post-discharge continuing care plan created","96.78%","1533","1584","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","92.23%","1461","1584","","Alcohol Use Screening","94.35%","568","602","","Tobacco Use Screening","92.40%","559","605","","Tobacco Use Treatment (during the hospital stay)","81.02%","269","332","","14.76%","49","332","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.22%","168","328","","26.83%","88","328","","07/01/2014","06/30/2015","Influenza Immunization","74.05%","525","709","","Healthcare Personnel Influenza Vaccination","87","670","771","","10/01/2015","03/31/2016"
"454064","RIVER CREST HOSP","1636 HUNTERS GLEN ROAD ","SAN ANGELO","TX","76904","Tom Green","Hours of physical-restraint use","0.04","17.33","20261","","Hours of seclusion","0.13","60.95","20261","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","95.32%","977","1025","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","91.51%","938","1025","","Alcohol Use Screening","98.46%","256","260","","Tobacco Use Screening","100.00%","262","262","","Tobacco Use Treatment (during the hospital stay)","87.13%","149","171","","12.87%","22","171","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","43.35%","75","173","","11.56%","20","173","","07/01/2014","06/30/2015","Influenza Immunization","65.33%","245","375","","Healthcare Personnel Influenza Vaccination","100","218","219","","10/01/2015","03/31/2016"
"454065","HICKORY TRAIL HOSPITAL","2000 N OLD HICKORY TRAIL ","DESOTO","TX","75115","Dallas","Hours of physical-restraint use","0.03","15.7","22510","","Hours of seclusion","0.03","18","22510","","Patients discharged on multiple antipsychotic medications with appropriate justification","84.00%","21","25","","Post-discharge continuing care plan created","100.00%","1191","1191","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","90.18%","1074","1191","","Alcohol Use Screening","99.60%","250","251","","Tobacco Use Screening","97.61%","245","251","","Tobacco Use Treatment (during the hospital stay)","62.28%","71","114","","21.05%","24","114","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","49.01%","124","253","","25.69%","65","253","","07/01/2014","06/30/2015","Influenza Immunization","44.21%","145","328","","Healthcare Personnel Influenza Vaccination","72","295","408","","10/01/2015","03/31/2016"
"454069","AUSTIN LAKES HOSPITAL","1025 EAST 32ND STREET ","AUSTIN","TX","78705","Travis","Hours of physical-restraint use","0.06","25.5","17844","","Hours of seclusion","0.21","88.2","17844","","Patients discharged on multiple antipsychotic medications with appropriate justification","86.21%","50","58","","Post-discharge continuing care plan created","88.63%","600","677","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","82.87%","561","677","","Alcohol Use Screening","94.41%","524","555","","Tobacco Use Screening","93.51%","519","555","","Tobacco Use Treatment (during the hospital stay)","78.57%","187","238","","47.48%","113","238","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","53.38%","221","414","","31.40%","130","414","","07/01/2014","06/30/2015","Influenza Immunization","84.92%","321","378","","Healthcare Personnel Influenza Vaccination","56","111","198","","10/01/2015","03/31/2016"
"454076","HARRIS COUNTY PSYCHIATRIC CENTER","2800 MACGREGOR WAY ","HOUSTON","TX","77021","Harris","Hours of physical-restraint use","0.01","9.2","66547","","Hours of seclusion","0.31","495.78","66547","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.57%","898","911","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","98.02%","893","911","","Alcohol Use Screening","96.88%","808","834","","Tobacco Use Screening","100.00%","863","863","","Tobacco Use Treatment (during the hospital stay)","60.51%","262","433","","16.40%","71","433","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Non-Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","45.17%","131","290","","23.10%","67","290","","07/01/2014","06/30/2015","Influenza Immunization","21.58%","104","482","","Healthcare Personnel Influenza Vaccination","73","1096","1499","","10/01/2015","03/31/2016"
"454083","INTRACARE NORTH HOSPITAL","1120 CYPRESS STATION DR ","HOUSTON","TX","77090","Harris","Hours of physical-restraint use","0.08","36","18958","","Hours of seclusion","0.25","113","18958","","Patients discharged on multiple antipsychotic medications with appropriate justification","31.82%","700","2200","","Post-discharge continuing care plan created","87.42%","563","644","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","84.94%","547","644","","Alcohol Use Screening","99.20%","249","251","","Tobacco Use Screening","99.60%","24600","24700","","Tobacco Use Treatment (during the hospital stay)","7.03%","900","12800","","5.47%","700","12800","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","52.47%","138","263","","36.88%","97","263","","07/01/2014","06/30/2015","Influenza Immunization","20.53%","6200","30200","","Healthcare Personnel Influenza Vaccination","66","233","352","","10/01/2015","03/31/2016"
"454084","AUSTIN STATE HOSPITAL","4110 GUADALUPE ","AUSTIN","TX","78751","Travis","Hours of physical-restraint use","0.62","779.85","52620","","Hours of seclusion","0.00","0","52620","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","50","50","","Post-discharge continuing care plan created","99.85%","666","667","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","94.00%","627","667","","Alcohol Use Screening","100.00%","569","569","","Tobacco Use Screening","89.42%","507","567","","Tobacco Use Treatment (during the hospital stay)","59.30%","118","199","","39.20%","78","199","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","41.43%","29","70","","22.86%","16","70","","07/01/2014","06/30/2015","Influenza Immunization","37.72%","109","289","","Healthcare Personnel Influenza Vaccination","73","652","891","","10/01/2015","03/31/2016"
"454085","DEVEREUX TEXAS TREATMENT NETWORK","1150 DEVEREUX DR ","LEAGUE CITY","TX","77573","Galveston","Hours of physical-restraint use","0.06","21.53","14556","","Hours of seclusion","1.17","409.03","14556","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","97.30%","36","37","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","72.97%","27","37","","Alcohol Use Screening","Not Available","Not Available","Not Available","7","Tobacco Use Screening","Not Available","Not Available","Not Available","7","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Non-Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2014","06/30/2015","Influenza Immunization","Not Available","Not Available","Not Available","7","Healthcare Personnel Influenza Vaccination","79","209","265","","10/01/2015","03/31/2016"
"454088","RIO GRANDE STATE CENTER","1401 RANGERVILLE ROAD ","HARLINGEN","TX","78552","Cameron","Hours of physical-restraint use","0.21","96.98","19010","","Hours of seclusion","0.01","5.4","19010","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.62%","790","793","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","89.66%","711","793","","Alcohol Use Screening","99.23%","646","651","","Tobacco Use Screening","90.18%","597","662","","Tobacco Use Treatment (during the hospital stay)","95.06%","231","243","","90.12%","219","243","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","65.34%","279","427","","Healthcare Personnel Influenza Vaccination","98","530","542","","10/01/2015","03/31/2016"
"454093","SUNRISE CANYON HOSPITAL","1950 ASPEN AVENUE ","LUBBOCK","TX","79408","Lubbock","Hours of physical-restraint use","0.04","8.33","9745","","Hours of seclusion","0.08","18.23","9745","","Patients discharged on multiple antipsychotic medications with appropriate justification","73.21%","41","56","","Post-discharge continuing care plan created","99.20%","371","374","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","88.50%","331","374","","Alcohol Use Screening","91.43%","352","385","","Tobacco Use Screening","97.93%","378","386","","Tobacco Use Treatment (during the hospital stay)","83.86%","187","223","","5.83%","13","223","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.69%","15","26","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","85.29%","203","238","","Healthcare Personnel Influenza Vaccination","100","283","284","","10/01/2015","03/31/2016"
"454094","GREEN OAKS HOSPITAL","7808 CLODUS FIELDS DRIVE ","DALLAS","TX","75251","Dallas","Hours of physical-restraint use","0.11","167.02","62663","","Hours of seclusion","0.07","97.9","62663","","Patients discharged on multiple antipsychotic medications with appropriate justification","94.64%","53","56","","Post-discharge continuing care plan created","98.71%","1144","1159","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","98.71%","1144","1159","","Alcohol Use Screening","99.64%","838","841","","Tobacco Use Screening","99.88%","840","841","","Tobacco Use Treatment (during the hospital stay)","95.85%","439","458","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","45.12%","421","933","","26.47%","247","933","","07/01/2014","06/30/2015","Influenza Immunization","98.94%","467","472","","Healthcare Personnel Influenza Vaccination","92","468","506","","10/01/2015","03/31/2016"
"454098","ABILENE BEHAVIORAL HEALTH LLC","4225 WOODS PLACE ","ABILENE","TX","79602","Taylor","Hours of physical-restraint use","0.08","32.5","16550","","Hours of seclusion","0.09","37.7","16550","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.32%","585","595","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.65%","581","595","","Alcohol Use Screening","97.11%","302","311","","Tobacco Use Screening","80.45%","251","312","","Tobacco Use Treatment (during the hospital stay)","72.04%","67","93","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.32%","78","152","","31.58%","48","152","","07/01/2014","06/30/2015","Influenza Immunization","70.23%","217","309","","Healthcare Personnel Influenza Vaccination","88","139","158","","10/01/2015","03/31/2016"
"454100","EL PASO PSYCHIATRIC CENTER","4615 ALAMEDA ","EL PASO","TX","79905","El Paso","Hours of physical-restraint use","0.71","216.93","12810","","Hours of seclusion","0.05","14.53","12810","","Patients discharged on multiple antipsychotic medications with appropriate justification","74.07%","20","27","","Post-discharge continuing care plan created","98.67%","595","603","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","90.55%","546","603","","Alcohol Use Screening","100.00%","567","567","","Tobacco Use Screening","82.34%","471","572","","Tobacco Use Treatment (during the hospital stay)","79.28%","88","111","","61.26%","68","111","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.00%","16","32","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","69.48%","214","308","","Healthcare Personnel Influenza Vaccination","89","299","337","","10/01/2015","03/31/2016"
"454101","ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW","2601 DIMMITT ROAD, SUITE 400 ","PLAINVIEW","TX","79072","Hale","Hours of physical-restraint use","0.01","1","4012","","Hours of seclusion","0.01","1","4012","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","93.92%","278","296","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","93.92%","278","296","","Alcohol Use Screening","100.00%","117","117","","Tobacco Use Screening","100.00%","124","124","","Tobacco Use Treatment (during the hospital stay)","88.24%","15","17","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","100.00%","132","132","","Healthcare Personnel Influenza Vaccination","71","32","45","","10/01/2015","03/31/2016"
"454103","KINGWOOD PINES HOSPITAL","2001 LADBROOK DRIVE ","HOUSTON","TX","77339","Not Available","Hours of physical-restraint use","0.03","26.45","33639","","Hours of seclusion","0.19","149.9","33639","","Patients discharged on multiple antipsychotic medications with appropriate justification","93.33%","14","15","","Post-discharge continuing care plan created","97.20%","1040","1070","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","96.73%","1035","1070","","Alcohol Use Screening","99.64%","276","277","","Tobacco Use Screening","100.00%","277","277","","Tobacco Use Treatment (during the hospital stay)","100.00%","145","145","","9.66%","14","145","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.05%","73","143","","24.48%","35","143","","07/01/2014","06/30/2015","Influenza Immunization","69.03%","263","381","","Healthcare Personnel Influenza Vaccination","72","297","414","","10/01/2015","03/31/2016"
"454104","UNIVERSITY BEHAVIORAL HEALTH","2026 WEST UNIVERSITY DRIVE ","DENTON","TX","76201","Denton","Hours of physical-restraint use","0.03","16.8","25426","","Hours of seclusion","0.05","33.45","25426","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","95.47%","737","772","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","90.80%","701","772","","Alcohol Use Screening","97.74%","259","265","","Tobacco Use Screening","86.04%","228","265","","Tobacco Use Treatment (during the hospital stay)","60.28%","85","141","","14.89%","21","141","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","71.26%","62","87","","39.08%","34","87","","07/01/2014","06/30/2015","Influenza Immunization","74.93%","266","355","","Healthcare Personnel Influenza Vaccination","55","255","467","","10/01/2015","03/31/2016"
